T_mu,sigma,omega,n_B,P,epsilon
"(93.33333333333333, 1828.8590604026847)",13.380789810026375,153.12219705096794,1.5315891439031843,920.4556235257288,1880.6050591160008
"(94.54545454545455, 1828.8590604026847)",13.300210645948367,153.37608337908054,1.5341286282385347,925.1077969282868,1880.5972446488993
"(95.75757575757576, 1828.8590604026847)",13.220778087180989,153.63186296333427,1.5366870529780878,929.807337387369,1880.576702455107
"(96.96969696969697, 1828.8590604026847)",13.142468505744992,153.88953115533502,1.539264336025313,934.5540860572838,1880.5434412373327
"(98.18181818181819, 1828.8590604026847)",13.065253154139096,154.14908354395905,1.5418604850575608,939.3478795926266,1880.4976383817714
"(99.39393939393939, 1828.8590604026847)",12.989107941434185,154.41051500377193,1.544475423280321,944.1885646351194,1880.4393068003671
"(100.6060606060606, 1828.8590604026847)",12.9140069520769,154.6738204069779,1.5471091062587357,949.0759944141441,1880.3685119986444
"(101.81818181818183, 1828.8590604026847)",12.839923203490752,154.93899458422047,1.5497614742246728,954.0100256557575,1880.2852879430568
"(103.03030303030303, 1828.8590604026847)",12.766829027540282,155.20603220983418,1.552432505105837,958.9905236659397,1880.1897289605076
"(104.24242424242425, 1828.8590604026847)",12.694698216656203,155.47492757139636,1.5551221088987857,964.0173565566538,1880.0818023354207
"(105.45454545454545, 1828.8590604026847)",12.623504117376156,155.74567500917752,1.5578302279460976,969.0904030737893,1879.9615238746107
"(106.66666666666666, 1828.8590604026847)",12.553218595187905,156.01826855701904,1.5605568156735192,974.2095396013233,1879.8289320163549
"(107.87878787878788, 1828.8590604026847)",12.483813431839133,156.2927021652106,1.5633018120204458,979.3746585798482,1879.6840244776783
"(109.0909090909091, 1828.8590604026847)",12.41525985199011,156.5689698718097,1.5660651482092856,984.585646824789,1879.526788658636
"(110.30303030303031, 1828.8590604026847)",12.347529219868287,156.8470651477055,1.5688467616375352,989.8424085130789,1879.3572058911384
"(111.51515151515152, 1828.8590604026847)",12.280591634182803,157.12698167365318,1.5716466112338618,995.1448442150786,1879.1753004911452
"(112.72727272727273, 1828.8590604026847)",12.214884649092165,157.40869435456165,1.574466102846438,1000.4928656832594,1878.9837318043537
"(113.93939393939394, 1828.8590604026847)",12.148976419981018,157.69225202530333,1.5773006588300775,1005.8863867075559,1878.7742141729552
"(115.15151515151514, 1828.8590604026847)",12.084236866032878,157.9775922569229,1.5801547426514018,1011.3253393885501,1878.5549785477385
"(116.36363636363637, 1828.8590604026847)",12.02016536597481,158.26472666581697,1.583026791793166,1016.8096436920387,1878.3232473390874
"(117.57575757575758, 1828.8590604026847)",11.956731043061858,158.55364820121818,1.585916693687654,1022.3392354775951,1878.0788788169402
"(118.7878787878788, 1828.8590604026847)",11.893900372216455,158.84434970418826,1.5888244177172655,1027.9140610812374,1877.8218706500031
"(120.0, 1828.8590604026847)",11.831641019246506,159.13682330009777,1.5917498412817457,1033.5340654819054,1877.5520536407503
"(0.0, 1838.9261744966445)",19.790431332996583,142.6377913753922,1.4267199570538467,741.83190080666,1881.8007718963872
"(1.2121212121212122, 1838.9261744966445)",19.789423376108704,142.63980206415602,1.4267400576822398,741.8692533338523,1881.8003829408706
"(2.4242424242424243, 1838.9261744966445)",19.78635944996657,142.64585274326487,1.4268006016202206,741.9812936990992,1881.7996784078837
"(3.6363636363636367, 1838.9261744966445)",19.781140477443234,142.65599142731173,1.4269020006797115,742.167970090252,1881.7994674012982
"(4.848484848484849, 1838.9261744966445)",19.77357900053346,142.67030685911737,1.4270451868894707,742.4291953406909,1881.8015510198127
"(6.0606060606060606, 1838.9261744966445)",19.763409064995738,142.6889257334559,1.4272314245779594,742.7648452172016,1881.8083785033414
"(7.272727272727273, 1838.9261744966445)",19.750267067333677,142.7120216195053,1.427462432135266,743.1747573616493,1881.8232722025316
"(8.484848484848484, 1838.9261744966445)",19.733655015130942,142.73983074462154,1.4277405772906695,743.6587245779558,1881.8507933928058
"(9.696969696969697, 1838.9261744966445)",19.712951331898573,142.7726478752154,1.4280688510875217,744.216494424891,1881.8966948233033
"(10.90909090909091, 1838.9261744966445)",19.687443717268074,142.81080939324164,1.4284505646612864,744.8477636466498,1881.9673686835013
"(12.121212121212121, 1838.9261744966445)",19.65639550880089,142.85466007421115,1.4288891600120048,745.5521828050395,1882.0694939955604
"(13.333333333333332, 1838.9261744966445)",19.619125671085797,142.9045139687912,1.4293878064974856,746.3293593500251,1882.2092915245464
"(14.545454545454547, 1838.9261744966445)",19.57507795335945,142.96062085343985,1.4299490189731532,747.1788667340695,1882.3918124514612
"(15.75757575757576, 1838.9261744966445)",19.523868964030417,143.02314366240415,1.4305744116746808,748.1002536435133,1882.6204765501952
"(16.96969696969697, 1838.9261744966445)",19.46530489634764,143.0921503915598,1.431264644309282,749.0930492389729,1882.8969678129959
"(18.181818181818183, 1838.9261744966445)",19.399370116860265,143.16762060964842,1.4320195285727564,750.1567732534003,1883.221420229387
"(19.393939393939394, 1838.9261744966445)",19.326217901322813,143.24945133005093,1.4328380132510623,751.2909415857412,1883.592384795407
"(20.606060606060606, 1838.9261744966445)",19.246131047223205,143.33747613363673,1.4337184791270232,752.4950654757512,1884.0073726504527
"(21.81818181818182, 1838.9261744966445)",19.15950005742466,143.4314781059068,1.4346587318236437,753.7686608643476,1884.462832556313
"(23.030303030303028, 1838.9261744966445)",19.066519179038288,143.53128241043026,1.4356570162136035,755.1112427719662,1884.9560219429827
"(24.242424242424242, 1838.9261744966445)",18.968501471488654,143.63639380459955,1.4367083675392922,756.5223312574088,1885.4782909289406
"(25.454545454545457, 1838.9261744966445)",18.865170076616433,143.74676131695657,1.437812312041941,758.0014480608135,1886.029246566649
"(26.666666666666664, 1838.9261744966445)",18.757329120988864,143.86203309997546,1.438965296605194,759.5481178948718,1886.6028302247475
"(27.87878787878788, 1838.9261744966445)",18.645502708488415,143.98194128584925,1.440164666660577,761.161845537113,1887.194655570257
"(29.090909090909093, 1838.9261744966445)",18.530199259742012,144.10622875747868,1.441407860729537,762.8422216010191,1887.8004216197405
"(30.303030303030305, 1838.9261744966445)",18.411898752716056,144.23465589037124,1.4426924293232852,764.5887135981498,1888.4161564325898
"(31.51515151515152, 1838.9261744966445)",18.291052253791744,144.36699933254593,1.4440161953630537,766.4008706026675,1889.0383074475117
"(32.72727272727273, 1838.9261744966445)",18.16807397762023,144.50305636427672,1.4453770258795726,768.2782243988892,1889.6634205071707
"(33.93939393939394, 1838.9261744966445)",18.04336883839279,144.6426316129022,1.4467731688059036,770.2203053911373,1890.2887432854914
"(35.15151515151515, 1838.9261744966445)",17.91727365698172,144.78556361163828,1.4482028313450055,772.2266442867141,1890.911448253766
"(36.36363636363637, 1838.9261744966445)",17.79011646551323,144.9316971690183,1.4496645202015164,774.2967782839362,1891.5292521537515
"(37.57575757575758, 1838.9261744966445)",17.662194354638363,145.08089408865615,1.4511568509263582,776.4302360114049,1892.1400804572004
"(38.78787878787879, 1838.9261744966445)",17.533772675413243,145.23303172813937,1.4526785743522896,778.626556775282,1892.742096731613
"(40.0, 1838.9261744966445)",17.40508416606057,145.38800294556987,1.4542286635145185,780.8852769421396,1893.333876097982
"(41.21212121212121, 1838.9261744966445)",17.276359578617516,145.54570689224607,1.4558060869281066,783.2059378324246,1893.913980411208
"(42.42424242424242, 1838.9261744966445)",17.147779724330682,145.70606018117755,1.457410001770044,785.5880799885837,1894.4813192395516
"(43.63636363636364, 1838.9261744966445)",17.019522705869722,145.86898570440547,1.459039644402264,788.031250222583,1895.0349414970167
"(44.84848484848485, 1838.9261744966445)",16.891741496011488,146.03441653260305,1.4606943572582982,790.5349932965514,1895.5740932052859
"(46.060606060606055, 1838.9261744966445)",16.76457482775682,146.20229321173593,1.4623735144111685,793.0988796924274,1896.0980528489163
"(47.27272727272727, 1838.9261744966445)",16.63814311785829,146.37256390171683,1.4640766385514918,795.722451457826,1896.6064006435752
"(48.484848484848484, 1838.9261744966445)",16.512555383994393,146.54518260082878,1.4658032421206633,798.4052765557491,1897.0986720419812
"(49.696969696969695, 1838.9261744966445)",16.38790707812467,146.72010898955665,1.4675529197718324,801.1469242907366,1897.5745523366602
"(50.909090909090914, 1838.9261744966445)",16.2642807630987,146.89730802334105,1.469325340893828,803.946965424247,1898.0338627966182
"(52.121212121212125, 1838.9261744966445)",16.1417510859466,147.0767484539209,1.4711201632789805,806.8049897008765,1898.4763843826186
"(53.33333333333333, 1838.9261744966445)",16.020379705353598,147.25840357592105,1.472937156079702,809.7205743585654,1898.902115345048
"(54.54545454545455, 1838.9261744966445)",15.900223202869594,147.44224939729557,1.4747760642417005,812.69331541095,1899.3109906442578
"(55.75757575757576, 1838.9261744966445)",15.781329503127957,147.62826493729395,1.47663665463914,815.7228111456794,1899.7029832913975
"(56.96969696969697, 1838.9261744966445)",15.663736767738307,147.81643239893276,1.4785187915041913,818.8086707382064,1900.0782344439979
"(58.18181818181819, 1838.9261744966445)",15.547481210693773,148.0067352821562,1.4804222731374868,821.9505049640167,1900.4367624163287
"(59.3939393939394, 1838.9261744966445)",15.43258941724239,148.19915983289005,1.4823469747568945,825.1479353393896,1900.7787162269804
"(60.60606060606061, 1838.9261744966445)",15.319085056576453,148.39369350384112,1.4842927900616123,828.4005893921377,1901.1042728688144
"(61.81818181818181, 1838.9261744966445)",15.20698779902079,148.5903249969779,1.4862595689108298,831.7081032408122,1901.4135201254123
"(63.03030303030304, 1838.9261744966445)",15.096309194935746,148.7890451200835,1.4882472446277448,835.0701139739296,1901.7066982945412
"(64.24242424242425, 1838.9261744966445)",14.987061507026405,148.98984474085825,1.4902557181149094,838.4862849525801,1901.9839617822201
"(65.45454545454545, 1838.9261744966445)",14.879250555668754,149.19271618009623,1.4922849250919408,841.9562625437974,1902.245546014537
"(66.66666666666667, 1838.9261744966445)",14.769623939191609,149.3989746722147,1.4943480023292077,845.4797100103153,1902.5159452796374
"(67.87878787878788, 1838.9261744966445)",14.667951443168345,149.60464666914035,1.4964052193347903,849.0563121243235,1902.7224133638144
"(69.0909090909091, 1838.9261744966445)",14.564462728813806,149.81369321930515,1.49849618152686,852.6857382548059,1902.9381123382122
"(70.3030303030303, 1838.9261744966445)",14.460401581507531,150.0249394210175,1.5006091526996208,856.3676793712336,1903.141769217331
"(71.51515151515152, 1838.9261744966445)",14.361786836364336,150.2379212358907,1.502739484357799,860.1018301178101,1903.3251411173374
"(72.72727272727273, 1838.9261744966445)",14.262584118990631,150.45309271061316,1.5048917274459435,863.8878936089648,1903.4968937748513
"(73.93939393939394, 1838.9261744966445)",14.164796240118717,150.6702955886853,1.5070642504888987,867.7255787950015,1903.6543180772019
"(75.15151515151516, 1838.9261744966445)",14.068407719809382,150.88952578339033,1.5092570908188199,871.6146046517072,1903.79776369968
"(76.36363636363636, 1838.9261744966445)",13.973408148434606,151.11077851101416,1.5114701495571343,875.5546921650398,1903.927327825932
"(77.57575757575758, 1838.9261744966445)",13.879783719349515,151.33404933311985,1.5137033819477954,879.5455766594506,1904.0431928284415
"(78.78787878787878, 1838.9261744966445)",13.787519466921472,151.55933359731048,1.515956766045985,883.5869935405408,1904.1455829467072
"(80.0, 1838.9261744966445)",13.696796661968865,151.78655145512244,1.518229495938815,887.6786873650631,1904.2332716096712
"(81.21212121212122, 1838.9261744966445)",13.607005668662676,152.01592520544168,1.5205237911778051,891.8204153353382,1904.3105832063975
"(82.42424242424242, 1838.9261744966445)",13.51872225674325,152.24722325676015,1.522837316521268,896.0119310977226,1904.3734697534685
"(83.63636363636364, 1838.9261744966445)",13.431731177934022,152.48051652344762,1.5251708113359954,900.2530028853637,1904.4235226586818
"(84.84848484848484, 1838.9261744966445)",13.34601293865768,152.71580024571918,1.5275242137839211,904.5433966121236,1904.460862292537
"(86.06060606060606, 1838.9261744966445)",13.261547706211513,152.95306962703683,1.529897482876344,908.8829076862091,1904.4856178716318
"(87.27272727272728, 1838.9261744966445)",13.17831601760645,153.19231967060375,1.5322905400256028,913.2713066900527,1904.4978742966268
"(88.48484848484848, 1838.9261744966445)",13.096297932489529,153.43354505924086,1.5347033636836442,917.7083881260535,1904.497797439843
"(89.6969696969697, 1838.9261744966445)",13.015470924041617,153.67674077595552,1.5371359236321736,922.1939512988207,1904.4855324274586
"(90.9090909090909, 1838.9261744966445)",12.935818665157612,153.92189979988717,1.539588147418545,926.7278021451472,1904.4611400876138
"(92.12121212121211, 1838.9261744966445)",12.857306254856448,154.16902155793727,1.542059925578068,931.3097473670745,1904.4246124207828
"(93.33333333333333, 1838.9261744966445)",12.779926431609303,154.4180949388005,1.5445512406473665,935.9396051818923,1904.3760990958156
"(94.54545454545455, 1838.9261744966445)",12.703650021906048,154.6691164694735,1.5470620687876737,940.6171988564695,1904.3157330081124
"(95.75757575757576, 1838.9261744966445)",12.628455287782458,154.92208007604896,1.5495922998422063,945.3423538974614,1904.2434860808244
"(96.96969696969697, 1838.9261744966445)",12.554318816649051,155.1769795901831,1.552147048382697,950.1149082862293,1904.1689256524219
"(98.18181818181819, 1838.9261744966445)",12.481217577335999,155.433808888571,1.5547108119083448,954.9346993576867,1904.063706433498
"(99.39393939393939, 1838.9261744966445)",12.409126418460788,155.6925617371105,1.557298985472001,959.8015745284324,1903.9562913731
"(100.6060606060606, 1838.9261744966445)",12.338023083410674,155.95323169471186,1.5599062983446808,964.7153846783477,1903.8371371098578
"(101.81818181818183, 1838.9261744966445)",12.267882031569627,156.2158121214628,1.5625327154884496,969.6759874619732,1903.7063215570554
"(103.03030303030303, 1838.9261744966445)",12.19867826670905,156.48029644535708,1.5651781954268233,974.683245497502,1903.563905824308
"(104.24242424242425, 1838.9261744966445)",12.130386687440005,156.7466778249515,1.5678426546198245,979.7370293668062,1903.4098657058917
"(105.45454545454545, 1838.9261744966445)",12.062981879355426,157.0149495059505,1.5705260161663166,984.8372100438339,1903.244188812346
