T_mu,sigma,omega,n_B,P,epsilon
"(64.24242424242425, 1808.724832214765)",17.163634287648748,144.81829904411993,1.4485302740582822,794.1073850459417,1825.8852918581322
"(65.45454545454545, 1808.724832214765)",17.036034448178977,145.03529467373843,1.4507007406763721,797.5139346628312,1826.404519110875
"(66.66666666666667, 1808.724832214765)",16.910383771337667,145.2540129611475,1.4528884470657064,800.9733897201628,1826.9020229255277
"(67.87878787878788, 1808.724832214765)",16.78666035927219,145.4744604469998,1.4550934466541525,804.485420419736,1827.3782297366001
"(69.0909090909091, 1808.724832214765)",16.664839641468177,145.69664467944435,1.4573158298890228,808.0497062318545,1827.833623668089
"(70.3030303030303, 1808.724832214765)",16.54489477214047,145.920573142505,1.459555650859691,811.6659361730063,1828.2686135363006
"(71.51515151515152, 1808.724832214765)",16.42679951769888,146.14625248955923,1.4618129714774728,815.3338044887537,1828.6836170762056
"(72.72727272727273, 1808.724832214765)",16.31052531317873,146.37368955489862,1.4640878877617343,819.0530122719065,1829.0791068676058
"(73.93939393939394, 1808.724832214765)",16.185954638817165,146.60335797302326,1.4663851296839177,822.8232776028141,1829.4639200469562
"(75.15151515151516, 1808.724832214765)",16.083327712650448,146.8338605709273,1.4686907054751241,826.6442937964298,1829.8130560394493
"(76.36363636363636, 1808.724832214765)",15.972347641081635,147.0666052985949,1.4710187226483278,830.5158083656887,1830.1522839411855
"(77.57575757575758, 1808.724832214765)",15.863073866779136,147.3011294093507,1.4733645258685113,834.4375440045611,1830.4734608381486
"(78.78787878787878, 1808.724832214765)",15.755477882011334,147.53743704806993,1.4757281636573003,838.4092403603219,1830.7769348453323
"(80.0, 1808.724832214765)",15.649528863106282,147.77553230433202,1.4781096921682484,842.4306431392235,1831.0630618228097
"(81.21212121212122, 1808.724832214765)",15.545197760177949,148.0154183367757,1.480509145568517,846.5015035633778,1831.3321523474633
"(82.42424242424242, 1808.724832214765)",15.442457014607992,148.25709793231235,1.4829264907165887,850.621580727167,1831.5843873810252
"(83.63636363636364, 1808.724832214765)",15.341273081668032,148.50057398049304,1.4853618493791783,854.7906382698881,1831.8202235266797
"(84.84848484848484, 1808.724832214765)",15.202781070886957,148.75160149359587,1.487872719069375,859.0084875279796,1832.1438466277018
"(86.06060606060606, 1808.724832214765)",15.14509097029549,148.99225090657112,1.4902881163834811,863.2748102598449,1832.2463129975254
"(87.27272727272728, 1808.724832214765)",15.04677651628363,149.241797362947,1.4927758497181196,867.5894837146101,1832.431264601049
"(88.48484848484848, 1808.724832214765)",14.951529694159188,149.49247428818072,1.4952832226636534,871.9522703662278,1832.603625659642
"(89.6969696969697, 1808.724832214765)",14.857692963162311,149.74495341927047,1.497808617097319,876.3629694586363,1832.7606701905413
"(90.9090909090909, 1808.724832214765)",14.765235587943998,149.99923482316635,1.5003520443194769,880.8213856931638,1832.9026139316618
"(92.12121212121211, 1808.724832214765)",14.674129555199102,150.25531801600636,1.502913500125047,885.3273296574343,1833.0296386895466
"(93.33333333333333, 1808.724832214765)",14.584343775260082,150.51320236260443,1.5054929641038413,889.8806195966129,1833.1418893026168
"(94.54545454545455, 1808.724832214765)",14.49585128091512,150.77288666960055,1.508090413657235,894.4810790700294,1833.2395013368487
"(95.75757575757576, 1808.724832214765)",14.408619331004985,151.03436979096568,1.5107058829633655,899.1285344068577,1833.322710281914
"(96.96969696969697, 1808.724832214765)",14.32107501889829,151.29825584395024,1.5133344671894235,903.8228269991828,1833.3828032528286
"(98.18181818181819, 1808.724832214765)",14.237824383137983,151.5627248293927,1.5159906922881,908.5637938914617,1833.4462166564772
"(99.39393939393939, 1808.724832214765)",14.15420173449719,151.8295925725129,1.518660012463342,913.3512825104968,1833.4867937235344
"(100.6060606060606, 1808.724832214765)",14.071723119882346,152.09825045958937,1.5213472281394111,918.1851473916639,1833.5133625651904
"(101.81818181818183, 1808.724832214765)",13.996564583581225,152.3689485449648,1.524054866978857,923.0652505173063,1833.5306330451228
"(103.03030303030303, 1808.724832214765)",13.910031435817276,152.6409232412425,1.5267752626676536,927.9914438498442,1833.5248869483612
"(104.24242424242425, 1808.724832214765)",13.830848672764334,152.9149355893288,1.529516046857536,932.9636113240656,1833.510043898122
"(105.45454545454545, 1808.724832214765)",13.752644993167417,153.1907234161161,1.5322745841919112,937.9816231533799,1833.4814670460835
"(106.66666666666666, 1808.724832214765)",13.675433405722089,153.4682850312428,1.5350508825389084,943.0453657187844,1833.4392842425298
"(107.87878787878788, 1808.724832214765)",13.599052079885997,153.7476088611702,1.5378447717515165,948.1547228588679,1833.3833038997475
"(109.0909090909091, 1808.724832214765)",13.523866593423296,154.02871321403777,1.5406564902885813,953.309590159771,1833.3140617380318
"(110.30303030303031, 1808.724832214765)",13.449448019501384,154.31157123864568,1.5434857459154574,958.5098665531099,1833.231130253707
"(111.51515151515152, 1808.724832214765)",13.375917650733616,154.5961874424043,1.5463325889612864,963.7554542982155,1833.1346982190103
"(112.72727272727273, 1808.724832214765)",13.303179406817431,154.88255272974038,1.549196933625419,969.0462763413872,1833.0246874978773
"(113.93939393939394, 1808.724832214765)",13.231264606181838,155.170666617988,1.5520787574950439,974.3822402330259,1832.9011500012984
"(115.15151515151514, 1808.724832214765)",13.160117523838927,155.46052248202042,1.554978018647072,979.7632719142906,1832.7640839607823
"(116.36363636363637, 1808.724832214765)",13.0897043067977,155.7521151824624,1.557894655574109,985.1893028497449,1832.613446661815
"(117.57575757575758, 1808.724832214765)",13.01999133799177,156.04543935811887,1.5608285802826316,990.6602685956357,1832.4491433920773
"(118.7878787878788, 1808.724832214765)",12.950938728753759,156.34048936289318,1.5637798175324729,996.1761087014107,1832.2712793858473
"(120.0, 1808.724832214765)",12.882516527947333,156.63725965983159,1.5667482127486105,1001.7367835460901,1832.0796146804234
"(0.0, 1818.7919463087248)",22.829317105834825,138.89350833356127,1.3892681478918465,713.4803516024491,1813.3093670464793
"(1.2121212121212122, 1818.7919463087248)",22.82624879088076,138.8966762288564,1.3892998332243336,713.5171927977581,1813.3301548787142
"(2.4242424242424243, 1818.7919463087248)",22.817006921323088,138.90619872755678,1.3893950802342017,713.6276954837397,1813.3928866871909
"(3.6363636363636367, 1818.7919463087248)",22.801472909976603,138.92213594743097,1.3895544874748138,713.8117965745411,1813.498714201798
"(4.848484848484849, 1818.7919463087248)",22.77943496428744,138.9445951543842,1.3897791402110964,714.069389311357,1813.6497180524493
"(6.0606060606060606, 1818.7919463087248)",22.75056615988219,138.97374276295483,1.3900706789343593,714.4003195639533,1813.849036081761
"(7.272727272727273, 1818.7919463087248)",22.708469696643437,139.01193517882848,1.3904526916910362,714.804384653615,1814.1397727173298
"(8.484848484848484, 1818.7919463087248)",22.670163696179745,139.0532135342087,1.3908649200504084,715.2813185284396,1814.4125964625719
"(9.696969696969697, 1818.7919463087248)",22.617391376088957,139.10415842157735,1.391375164602278,715.8308016766956,1814.7911419959041
"(10.90909090909091, 1818.7919463087248)",22.555227862256263,139.16308225181734,1.391964444034838,716.4524500292047,1815.2412703294606
"(12.121212121212121, 1818.7919463087248)",22.483319600672413,139.23013768091067,1.3926352518020162,717.145887399633,1815.7678927234972
"(13.333333333333332, 1818.7919463087248)",22.401478620037015,139.3053859580184,1.3933879068063182,717.9106433863712,1816.3720595969323
"(14.545454545454547, 1818.7919463087248)",22.309829391492233,139.38871589240972,1.3942214084206181,718.7462820052498,1817.0523870013783
"(15.75757575757576, 1818.7919463087248)",22.18177745269432,139.48871260012126,1.3952216189199882,719.6523620039338,1817.9654818035615
"(16.96969696969697, 1818.7919463087248)",22.098825095505727,139.57852282810134,1.3961199344893978,720.6284146920061,1818.623278238375
"(18.181818181818183, 1818.7919463087248)",21.980757694611658,139.68422414986463,1.3971772045495139,721.6740258780679,1819.500621322726
"(19.393939393939394, 1818.7919463087248)",21.855341663817374,139.79652131326011,1.3983004380839106,722.7887582394902,1820.428817067488
"(20.606060606060606, 1818.7919463087248)",21.723403595160104,139.91493892045466,1.3994848976369842,723.9721900879345,1821.399670714903
"(21.81818181818182, 1818.7919463087248)",21.585764244604718,140.03900976462944,1.4007259046364198,725.2239050575025,1822.4050892812206
"(23.030303030303028, 1818.7919463087248)",21.443218593973288,140.16828664845266,1.402018980743187,726.5434922854726,1823.4373384622036
"(24.242424242424242, 1818.7919463087248)",21.296511486338375,140.30235395204753,1.4033599905881384,727.9305407725516,1824.4893078810424
"(25.454545454545457, 1818.7919463087248)",21.1412594205928,140.44349288011793,1.4047717099141717,729.3846414453357,1825.602830948896
"(26.666666666666664, 1818.7919463087248)",20.993294489230088,140.58338652059373,1.4061705204812827,730.9053839730467,1826.626233815058
"(27.87878787878788, 1818.7919463087248)",20.838090393215506,140.7296463376766,1.407633935875859,732.4923516907642,1827.7009142311001
"(29.090909090909093, 1818.7919463087248)",20.681108977900564,140.87940426681027,1.4091318657872818,734.1451306798617,1828.7725581010334
"(30.303030303030305, 1818.7919463087248)",20.516315420931843,141.03576279670608,1.4106958155641753,735.8632964175512,1829.8988916219894
"(31.51515151515152, 1818.7919463087248)",20.363760594056316,141.188399226941,1.4122225497078449,737.6464271398738,1830.8925726643274
"(32.72727272727273, 1818.7919463087248)",20.204176319894184,141.3472365799348,1.4138113145727291,739.4940910880572,1831.9345414569736
"(33.93939393939394, 1818.7919463087248)",20.044435775166423,141.50874265928778,1.4154267712875448,741.4058575994516,1832.9609546080962
"(35.15151515151515, 1818.7919463087248)",19.88482693759612,141.67277737770056,1.4170674935526981,743.3812885158345,1833.969656133704
"(36.36363636363637, 1818.7919463087248)",19.725599535427918,141.83922119454604,1.418732423403109,745.4199447130374,1834.9591609395973
"(37.57575757575758, 1818.7919463087248)",19.567046861860586,142.00795565491458,1.4204200871750423,747.5213852869315,1835.9272296421725
"(38.78787878787879, 1818.7919463087248)",19.40921300674381,142.1789242152866,1.4221301802088626,749.6851687221138,1836.8737496443412
"(40.0, 1818.7919463087248)",19.25230490171408,142.35204292618673,1.4238617982808255,751.9108497339985,1837.797521635825
"(41.21212121212121, 1818.7919463087248)",19.09607932183796,142.52732202716163,1.42560642736261,754.1979857102119,1838.6835029828571
"(42.42424242424242, 1818.7919463087248)",18.942083403263364,142.70443805404463,1.4273865780155994,756.5461325743737,1839.573079789569
"(43.63636363636364, 1818.7919463087248)",18.788953597619873,142.8836275576806,1.4291789029857944,758.9548499570785,1840.4242286278227
"(44.84848484848485, 1818.7919463087248)",18.63727487167336,143.06475994971518,1.4309906712974532,761.4236966695349,1841.2506115291887
"(46.060606060606055, 1818.7919463087248)",18.487129011348337,143.2478046565893,1.432821555142698,763.9522376204419,1842.0520673706392
"(47.27272727272727, 1818.7919463087248)",18.338587684953353,143.43273609548473,1.4346713030982938,766.5400360215222,1842.8285756538983
"(48.484848484848484, 1818.7919463087248)",18.19171745950754,143.61952955542594,1.4365398283210837,769.1866674782991,1843.5804028238065
"(49.696969696969695, 1818.7919463087248)",18.046533772460702,143.80818515722288,1.4384267047898303,771.8917004218158,1844.3072056053247
"(50.909090909090914, 1818.7919463087248)",17.904895655922694,143.99817429302482,1.4394810139678855,774.6547811048285,1843.461693964279
"(52.121212121212125, 1818.7919463087248)",17.7614696928208,144.19099278375072,1.442255698260759,777.4753009047017,1845.6877476098332
"(53.33333333333333, 1818.7919463087248)",17.621635536671814,144.3851341471991,1.4441975651273682,780.3530420249177,1846.34185830741
"(54.54545454545455, 1818.7919463087248)",17.483626819006716,144.5810938375632,1.4461576357343209,783.2875351989803,1846.9723257674689
"(55.75757575757576, 1818.7919463087248)",17.347456533675675,144.77886924945315,1.448135885057554,786.2783840199706,1847.5795008833659
"(56.96969696969697, 1818.7919463087248)",17.213135273380207,144.97845861146223,1.4501322516155237,789.3251949818952,1848.1636653389567
"(58.18181818181819, 1818.7919463087248)",17.080667134238873,145.17986196234008,1.4521467464488762,792.4275844124719,1848.7252228871619
"(59.3939393939394, 1818.7919463087248)",16.950050631639844,145.38308066448164,1.4541794381026025,795.5851735379882,1849.2646769707724
"(60.60606060606061, 1818.7919463087248)",16.821284655592354,145.58811596702913,1.456230283161977,798.7975914054717,1849.7823195804058
"(61.81818181818181, 1818.7919463087248)",16.69436334353926,145.79497019138032,1.4582993183651727,802.0644744978492,1850.2785810522298
"(63.03030303030304, 1818.7919463087248)",16.569277866341892,146.00364606946593,1.4603865727638492,805.3854659715771,1850.7538710687122
"(64.24242424242425, 1818.7919463087248)",16.446016099159845,146.21414688517504,1.4624920989441594,808.7602131413269,1851.2086379584528
"(65.45454545454545, 1818.7919463087248)",16.324566161528526,146.42647567790343,1.464615888085829,812.1883833788363,1851.6431983074704
"(66.66666666666667, 1818.7919463087248)",16.204912877767796,146.6406358028602,1.466758001312045,815.6696330288732,1852.058006941356
"(67.87878787878788, 1818.7919463087248)",16.087038266421555,146.8566308734143,1.468918471557091,819.2036381137897,1852.4534477383697
"(69.0909090909091, 1818.7919463087248)",15.972906186692924,147.0743227781983,1.4710959061909148,822.7900794820933,1852.827306945678
"(70.3030303030303, 1818.7919463087248)",15.85632611203763,147.29415388360843,1.473294741559577,826.4286436692065,1853.1879668183462
"(71.51515151515152, 1818.7919463087248)",15.743903582784913,147.51565778658681,1.4755103171989192,830.1190270579906,1853.5272545588357
"(72.72727272727273, 1818.7919463087248)",15.63333533993272,147.73886296892306,1.4777472233479487,833.8609323458081,1853.8538161595218
"(73.93939393939394, 1818.7919463087248)",15.523679483700356,147.96424069049155,1.479997224401558,837.6540690448857,1854.1529632559343
"(75.15151515151516, 1818.7919463087248)",15.416048923196936,148.19131017219436,1.4822683536755048,841.4981509352054,1854.4395929980951
"(76.36363636363636, 1818.7919463087248)",15.310069397390388,148.4202330808298,1.4845582413296412,845.3929131538627,1854.7096600027332
"(77.57575757575758, 1818.7919463087248)",15.205684466193825,148.65101297025512,1.4868665891944748,849.3380765373746,1854.9629011250593
"(78.78787878787878, 1818.7919463087248)",15.102879699804218,148.8836507470516,1.4891935353480028,853.3333836993711,1855.1998248865941
"(80.0, 1818.7919463087248)",15.00163066123672,149.11814748994627,1.4915390460558993,857.3785758052808,1855.420628766187
"(81.21212121212122, 1818.7919463087248)",14.901910072540755,149.35450425316287,1.4939031840507313,861.4734182286123,1855.6256614878184
"(82.42424242424242, 1818.7919463087248)",14.803692941047723,149.5927215085681,1.4962859369902555,865.6176570069983,1855.8151545658823
"(83.63636363636364, 1818.7919463087248)",14.70695352944722,149.83279926824451,1.4986872777662585,869.8110638577389,1855.9892869788787
"(84.84848484848484, 1818.7919463087248)",14.580762654701964,150.07532143795143,1.5011130927497565,874.0534796783404,1856.1589239134985
"(86.06060606060606, 1818.7919463087248)",14.51779806986441,150.3185361088824,1.5035458376447652,878.3444762505815,1856.292584163723
"(87.27272727272728, 1818.7919463087248)",14.425329763984855,150.56419381563498,1.5060029986168215,882.6840488908362,1856.4220761102285
"(88.48484848484848, 1818.7919463087248)",14.334232464038434,150.81170958645498,1.5084787299463074,887.071917478706,1856.537047725652
"(89.6969696969697, 1818.7919463087248)",14.244514017011968,151.0610820630829,1.510973063545107,891.50788299116,1856.6377560741018
"(90.9090909090909, 1818.7919463087248)",14.156039142929663,151.31230983901503,1.5134859521238666,895.9917511360383,1856.7243094382425
"(92.12121212121211, 1818.7919463087248)",14.068890069974174,151.56539051011066,1.5160173666325851,900.5233296266931,1856.7968472688142
"(93.33333333333333, 1818.7919463087248)",13.983003277634108,151.82032185246436,1.5185672740912644,905.10244023522,1856.8554878099656
"(94.54545454545455, 1818.7919463087248)",13.898349615922951,152.07710152241657,1.521135697128931,909.728899870225,1856.9004553105824
"(95.75757575757576, 1818.7919463087248)",13.814903867606095,152.33572642867796,1.5237225639023164,914.4025453144206,1856.9317823199935
"(96.96969696969697, 1818.7919463087248)",13.733762067679484,152.59576577681747,1.5263357335547885,919.1232095804734,1856.9639299721955
"(98.18181818181819, 1818.7919463087248)",13.651521604386714,152.85849982257312,1.5289515597806909,923.8907236776653,1856.9540595476185
"(99.39393939393939, 1818.7919463087248)",13.57153031428382,153.1226414477359,1.5315935999027133,928.7049478454845,1856.9451566755577
"(100.6060606060606, 1818.7919463087248)",13.492635269121438,153.3886145672391,1.5342539595119038,933.5657315924307,1856.9230135600926
"(101.81818181818183, 1818.7919463087248)",13.414807070386868,153.6564152921252,1.5369326182358383,938.4729292179704,1856.8877388485544
"(103.03030303030303, 1818.7919463087248)",13.338018673802207,153.9260393965701,1.5396295090904704,943.426407982426,1856.839343450577
"(104.24242424242425, 1818.7919463087248)",13.262240704502362,154.1974824630797,1.5423445883353157,948.4260371180711,1856.7778785790467
"(105.45454545454545, 1818.7919463087248)",13.190220874798161,154.47084922167448,1.5450789076769962,953.47169380019,1856.7053798942122
"(106.66666666666666, 1818.7919463087248)",13.113601474684954,154.74580671604735,1.5478291358951057,958.5632575217458,1856.615909106265
"(107.87878787878788, 1818.7919463087248)",13.040680228618067,155.0226782607531,1.5505985251442398,963.7006185857651,1856.515490904765
"(109.0909090909091, 1818.7919463087248)",12.96865279552836,155.3013492769821,1.553385902568795,968.8836684904546,1856.4021006111795
"(110.30303030303031, 1818.7919463087248)",12.897487594071684,155.58181440300626,1.5561912252845036,974.1123054068062,1856.275762056955
"(111.51515151515152, 1818.7919463087248)",12.827153375320686,155.86406857455685,1.5590144306931077,979.3864391540322,1856.136451569674
"(112.72727272727273, 1818.7919463087248)",12.757627807344223,156.1481029427969,1.561855455121058,984.7059761556719,1855.9841469168562
"(113.93939393939394, 1818.7919463087248)",12.68885761086293,156.43391928043542,1.5647143187906833,990.0708348309857,1855.818966459452
"(115.15151515151514, 1818.7919463087248)",12.620829369191332,156.72150484817072,1.5675908657253284,995.4809386785684,1855.6407030097803
"(116.36363636363637, 1818.7919463087248)",12.553504400598522,157.01085574476033,1.5704850675132687,1000.9362177735353,1855.449374817712
"(117.57575757575758, 1818.7919463087248)",12.486848313453045,157.3019656625279,1.5733968649141248,1006.4366099123586,1855.244936340848
"(118.7878787878788, 1818.7919463087248)",12.420827001957713,157.59482831307415,1.5763261930577739,1011.9820534492072,1855.0273312397637
"(120.0, 1818.7919463087248)",12.355405516833628,157.88943706146702,1.579272984934219,1017.5724993867243,1854.7964866345735
"(0.0, 1828.8590604026847)",21.305497884469247,140.78562163429322,1.40819381817136,727.5618126431846,1847.8262105225579
"(1.2121212121212122, 1828.8590604026847)",21.30356155426188,140.78813558749013,1.4082189700600627,727.5989385663189,1847.8350838589636
"(2.4242424242424243, 1828.8590604026847)",21.297716776566865,140.79569532537312,1.4082945820837225,727.7102973584207,1847.8620088014075
"(3.6363636363636367, 1828.8590604026847)",21.287850260355395,140.80835696023726,1.4084212275614905,727.8958318088174,1847.9080910804857
"(4.848484848484849, 1828.8590604026847)",21.27376400504592,140.82621836985396,1.4085998923379535,728.1554453728781,1847.9752302116344
"(6.0606060606060606, 1828.8590604026847)",21.255166392124693,140.84942411852984,1.408831993775559,728.4890005622104,1848.0661558393992
"(7.272727272727273, 1828.8590604026847)",21.231631486784565,140.87818453267138,1.4091196776773123,728.8963148544241,1848.1849748574389
"(8.484848484848484, 1828.8590604026847)",21.202596899175784,140.9127782410129,1.4094656911290653,729.3771560955296,1848.3369434525937
"(9.696969696969697, 1828.8590604026847)",21.171756750605496,140.95181448595125,1.4098180928770345,729.9312951701083,1848.42729750769
"(10.90909090909091, 1828.8590604026847)",21.125211592418378,141.00084702422268,1.4103465857649427,730.5582096081909,1848.7669220760167
"(12.121212121212121, 1828.8590604026847)",21.075462935641003,141.05499672993042,1.4108882169389116,731.2577322406368,1849.0579665234802
"(13.333333333333332, 1828.8590604026847)",21.01761322100629,141.11622882896543,1.411500672143386,732.029338243776,1849.4064547701348
"(14.545454545454547, 1828.8590604026847)",20.953579207769717,141.18394385074382,1.4121779995375374,732.8725980189759,1849.8019313365878
"(15.75757575757576, 1828.8590604026847)",20.876642829187194,141.26030497249744,1.4129417958984807,733.7870500672916,1850.2843551832852
"(16.96969696969697, 1828.8590604026847)",20.793608320054368,141.3430346358997,1.413769277214991,734.7722264512201,1850.812525502371
"(18.181818181818183, 1828.8590604026847)",20.70258458897121,141.43265006701765,1.4146656480581083,735.8276580358759,1851.3964298556314
"(19.393939393939394, 1828.8590604026847)",20.604044109065118,141.52887446067797,1.4156281331751788,736.9528779574409,1852.0314595609232
"(20.606060606060606, 1828.8590604026847)",20.498624949450175,141.63136311181626,1.416651998088864,738.1474233848264,1852.7094187575592
"(21.81818181818182, 1828.8590604026847)",20.3867465271476,141.73982804090917,1.417738180044197,739.4108390621378,1853.4324767905046
"(23.030303030303028, 1828.8590604026847)",20.269269507459885,141.8538472253034,1.4188786373072395,740.7426703561588,1854.1863810950008
"(24.242424242424242, 1828.8590604026847)",20.14678025392459,141.97308486746834,1.4200712736297563,742.1424685833995,1854.9677466119604
"(25.454545454545457, 1828.8590604026847)",20.019912123787975,142.09719947103724,1.4213127333732676,743.6097880124611,1855.7708820829448
"(26.666666666666664, 1828.8590604026847)",19.88927975807541,142.2258649648728,1.4225997008473203,745.1441818915819,1856.5901703291884
"(27.87878787878788, 1828.8590604026847)",19.755454169019476,142.3587808718555,1.4239291736034694,746.7452072744895,1857.4205632419228
"(29.090909090909093, 1828.8590604026847)",19.618968189601084,142.49567041405393,1.4252983784253581,748.4124175547408,1858.2574356057294
"(30.303030303030305, 1828.8590604026847)",19.480303204624068,142.6362851419713,1.4267048877203394,750.1453671518102,1859.0967932763276
"(31.51515151515152, 1828.8590604026847)",19.339928484908224,142.7803887722497,1.4281464333967402,751.9436077802987,1859.9349365191085
"(32.72727272727273, 1828.8590604026847)",19.198198347040762,142.92780318359584,1.4296207763006703,753.8066925153823,1860.7682171620186
"(33.93939393939394, 1828.8590604026847)",19.05552562043067,143.07832516314383,1.4311263452866334,755.7341689825704,1861.5942141758703
"(35.15151515151515, 1828.8590604026847)",18.91221948165414,143.2318041515575,1.4326614960054078,757.7255868183041,1862.4103706412507
"(36.36363636363637, 1828.8590604026847)",18.768547967545583,143.3881122675092,1.4342241583202002,759.7804944145811,1863.2133521777318
"(37.57575757575758, 1828.8590604026847)",18.62485430196649,143.54708726303807,1.4358151059342081,761.8984378242757,1864.0050277265414
"(38.78787878787879, 1828.8590604026847)",18.48114407515144,143.70873066071533,1.4374600197198457,764.0789645977027,1864.8328164335592
"(40.0, 1828.8590604026847)",18.338091304492902,143.87272426077865,1.4390722569960621,766.3216198456787,1865.5387159357103
"(41.21212121212121, 1828.8590604026847)",18.195438322895598,144.0391976812302,1.440737389198888,768.6259600773926,1866.2796678199027
"(42.42424242424242, 1828.8590604026847)",18.032846964747176,144.21188969600115,1.4424647276282951,770.9915440010818,1867.0731424332166
"(43.63636363636364, 1828.8590604026847)",17.912402861316576,144.3790976769888,1.4441371971126888,773.4178847430167,1867.7055126610621
"(44.84848484848485, 1828.8590604026847)",17.772287245898582,144.55241028349468,1.4458707363138346,775.9045787672599,1868.3892175113972
"(46.060606060606055, 1828.8590604026847)",17.633259128276663,144.72790120526903,1.4476260619222734,778.4511720214236,1869.052867400184
"(47.27272727272727, 1828.8590604026847)",17.49541114019717,144.9055322076977,1.4494028104749188,781.0572271422561,1869.6962349679145
"(48.484848484848484, 1828.8590604026847)",17.358829580667173,145.08526920494617,1.4512006038077543,783.7223122514399,1870.3190604842182
"(49.696969696969695, 1828.8590604026847)",17.223583822959974,145.2670844571774,1.45301918769858,786.4459985896768,1870.92130777182
"(50.909090909090914, 1828.8590604026847)",17.089734967307578,145.45095405102094,1.4548583311278862,789.2278638520003,1871.5029766335633
"(52.121212121212125, 1828.8590604026847)",16.95733671002057,145.63685740480074,1.4567178164481949,792.0674909477832,1872.0640861135132
"(53.33333333333333, 1828.8590604026847)",16.82643283591161,145.82477763577012,1.4585974609316557,794.9644686344834,1872.6047132707258
"(54.54545454545455, 1828.8590604026847)",16.697059239446073,146.01470067948773,1.46049714923549,797.9183895863283,1873.1250544852892
"(55.75757575757576, 1828.8590604026847)",16.569246763664104,146.2066145630406,1.4624167488257798,800.9288596936846,1873.6252614809805
"(56.96969696969697, 1828.8590604026847)",16.44301861919768,146.40050970116906,1.4643561636795228,803.9954825270344,1874.1055550747776
"(58.18181818181819, 1828.8590604026847)",16.32076137537664,146.59534081389208,1.466304942204937,807.1178743957558,1874.5472044689782
"(59.3939393939394, 1828.8590604026847)",16.195387570837013,146.79421275893063,1.4682941401931116,810.2956554829747,1875.0073861453668
"(60.60606060606061, 1828.8590604026847)",16.074007533335624,146.9940089015764,1.4702925789251176,813.5284148552812,1875.4294895547491
"(61.81818181818181, 1828.8590604026847)",15.954260561855618,147.19576203549454,1.4723106033199316,816.8159118532733,1875.8326747553265
"(63.03030303030304, 1828.8590604026847)",15.836149888845744,147.3994684347682,1.4743481508854555,820.1576665463728,1876.217307388437
"(64.24242424242425, 1828.8590604026847)",15.719672954527985,147.60512570540905,1.4764052187679546,823.5533701712636,1876.5836909983177
"(65.45454545454545, 1828.8590604026847)",15.604827658312077,147.81273140898614,1.478481764544681,827.0026802963421,1876.9320904313468
"(66.66666666666667, 1828.8590604026847)",15.491607369519402,148.02228377332554,1.4805777965462883,830.5052625791566,1877.2628552655653
"(67.87878787878788, 1828.8590604026847)",15.380003635327201,148.2337813755493,1.4826932720535828,834.0607902263627,1877.5762341669351
"(69.0909090909091, 1828.8590604026847)",15.270006416788885,148.44722293758704,1.484828204368426,837.6689460663966,1877.8725686342484
"(70.3030303030303, 1828.8590604026847)",15.161604013902073,148.66260731115935,1.486982559777274,841.3294155835318,1878.152111525912
"(71.51515151515152, 1828.8590604026847)",15.054781610383985,148.8799337250266,1.4891563576882807,845.0418939750175,1878.4152031394558
"(72.72727272727273, 1828.8590604026847)",14.949526647346401,149.09920071032641,1.491349537796202,848.8060847459539,1878.662029679986
"(73.93939393939394, 1828.8590604026847)",14.845819657360288,149.3204078080245,1.4935621504694,852.6216977215975,1878.8929734388828
"(75.15151515151516, 1828.8590604026847)",14.743645401100162,149.54355359049018,1.4957941395695005,856.4884448027525,1879.108219846166
"(76.36363636363636, 1828.8590604026847)",14.642985323110832,149.7686369478602,1.4980455148361829,860.4060669738893,1879.308045729868
"(77.57575757575758, 1828.8590604026847)",14.54381946054227,149.99565665895096,1.5003162636658551,864.3742728097485,1879.4927194650534
"(78.78787878787878, 1828.8590604026847)",14.446128231403074,150.22461125208153,1.5026063549265862,868.3928252506432,1879.6624211754965
"(80.0, 1828.8590604026847)",14.3498899516557,150.4554992123304,1.5049157780617894,872.4614547145727,1879.8174011366868
"(81.21212121212122, 1828.8590604026847)",14.255084468857277,150.68831855287345,1.5072445277025421,876.5799144593324,1879.9578962718272
"(82.42424242424242, 1828.8590604026847)",14.16168946146425,150.923067374915,1.509592588853041,880.7479661850754,1880.0841174555537
"(83.63636363636364, 1828.8590604026847)",14.069682822716498,151.15974341678228,1.5119599057049866,884.9653763243797,1880.1961961897737
"(84.84848484848484, 1828.8590604026847)",13.927854946017009,151.39967965824965,1.514359853149265,889.2320788555845,1880.3186592865281
"(86.06060606060606, 1828.8590604026847)",13.889740589260278,151.63886751931622,1.5167523016912925,893.5473678729207,1880.3788214618257
"(87.27272727272728, 1828.8590604026847)",13.801759984473085,151.88130990727447,1.5191773095440775,897.9115114953696,1880.4496754224906
"(88.48484848484848, 1828.8590604026847)",13.71507270733835,152.12566876695317,1.5216214814982458,902.3241481727708,1880.5070847686522
"(89.6969696969697, 1828.8590604026847)",13.629656737918605,152.37194046124955,1.5240847907089086,906.7850685427219,1880.551209767195
"(90.9090909090909, 1828.8590604026847)",13.549354771822959,152.61936656908435,1.5267894107642588,911.2940892819471,1880.9885579211439
"(92.12121212121211, 1828.8590604026847)",13.462540662640034,152.87020838067232,1.5290686579336217,915.8509899825251,1880.6000790571522
